Date,"Transaction ID:",Details,Turnover,Balance,Currency
"2020-01-07 10:48:30",-514141944,"Loan 18223722-03 - interest received",0.013339999999997,0.51233334189664,EUR
"2020-01-07 10:48:30",-514141947,"Loan 18223722-03 - principal received",0.15205286099772,0.66438620289436,EUR
"2020-01-07 10:48:43",-514141949,"Loan 13224582-05 - interest received",0.0090306944444431,0.6734168973388,EUR
"2020-01-07 10:48:43",-514141952,"Loan 13224582-05 - principal received",0.10135913362736,0.77477603096616,EUR
"2020-01-07 12:40:22",-514141954,"Loan 24629296-01 - interest received",0.01217333333333,0.78694936429949,EUR
"2020-01-07 12:40:22",-514141956,"Loan 24629296-01 - principal received",0.00329,0.79023936429949,EUR
"2020-01-07 19:21:24",-514141961,"Loan 14963561-01 - interest received",3.067412761E-6,0.79024243171225,EUR
"2020-01-07 19:21:24",-514141963,"Loan 14963561-01 - interest received",0.009638798339,0.79988123005125,EUR
"2020-01-07 19:21:24",-514141965,"Loan 14963561-01 - principal received",0.0027076948058535,0.8025889248571,EUR
"2020-01-07 19:55:15",-514141968,"Loan 17014135-01 - interest received",0.010318326595649,0.81290725145275,EUR
"2020-01-07 19:55:15",-514141970,"Loan 17014135-01 - principal received",0.0027363983440795,0.81564364979683,EUR
"2020-01-07 22:34:08",-514141972,"Loan 24348137-01 - interest received",0.001733118585,0.81737676838183,EUR
"2020-01-07 23:10:55",-514141974,"Loan 17856941-03 - interest received",0.012382343888886,0.82975911227072,EUR
"2020-01-07 23:10:56",-514141976,"Loan 17856941-03 - late payment interest received",0.0018503231666661,0.83160943543738,EUR
"2020-01-07 23:10:58",-514141977,"Loan 17856941-03 - principal received",0.64359066666665,1.475200102104,EUR
"2020-01-07 23:23:39",-514141980,"Loan 21752989-01 - interest received",0.011150007905,1.486350110009,EUR
"2020-01-07 23:24:18",-514141982,"Loan 21752989-01 - principal received",0.01461338714558,1.5009634971546,EUR
"2020-01-07 23:37:08",-514141984,"Loan 25897528-01 - interest received",0.074999999999997,1.5759634971546,EUR
"2020-01-07 23:37:10",-514141986,"Loan 25897528-01 - late payment interest received",0.024999999999999,1.6009634971546,EUR
"2020-01-07 23:37:11",-514141988,"Loan 25897528-01 - principal received",10,11.600963497155,EUR
"2020-01-07 23:38:36",1404504625,"Loan 28346071-01 - investment in loan  Mintos Strategies (previously Invest & Access)",-11.600963497155,0,EUR
"2020-01-07 23:47:40",-514141990,"Loan 22353074-01 - interest received",0.0013327549907245,0.0013327549907245,EUR
"2020-01-07 23:48:11",-514141992,"Loan 22353074-01 - principal received",0.020833068038558,0.022165823029283,EUR
"2020-01-07 23:48:19",-514141995,"Loan 23844560-01 - interest received",0.0026066666666664,0.024772489695949,EUR
"2020-01-07 23:48:33",-514141997,"Loan 23844560-01 - principal received",0.073591133598361,0.098363623294311,EUR
"2020-01-07 23:50:12",-514141998,"Loan 7341105-10 - principal received",3.19285472056E-5,0.098395551841516,EUR
"2020-01-08 00:11:18",-514142000,"Loan 21157138-01 - interest received",0.0024996238425914,0.10089517568411,EUR
"2020-01-08 00:11:20",-514142002,"Loan 21157138-01 - principal received",0.042708333333333,0.14360350901744,EUR
"2020-01-08 00:12:51",-514142005,"Loan 21157470-01 - interest received",0.0014632356502778,0.14506674466772,EUR
"2020-01-08 00:12:55",-514142007,"Loan 21157470-01 - principal received",0.024993945265196,0.17006068993291,EUR
